,g_L default,g_L,E_L default,E_L,C_m default,C_m
8170,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8171,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8172,16.6667,11.65139394,-70,-50.0,250,194.5705
8173,16.6667,53.08111044,-70,-76.51568941,250,103.9506
8174,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8175,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8176,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8177,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8178,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8179,16.6667,89.20470583,-70,-61.99896379,250,144.1315
8180,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8181,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8182,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8183,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8184,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8185,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8186,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8187,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8188,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8189,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8190,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8191,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8192,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8193,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8194,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8195,16.6667,89.20470583,-70,-61.99896379,250,144.1315
8196,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8197,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8198,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8199,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8200,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8201,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8202,16.6667,53.08111044,-70,-76.51568941,250,103.9506
8203,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8204,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8205,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8206,16.6667,102.0462732,-70,-76.51568941,250,103.9506
8207,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8208,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8209,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8210,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8211,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8212,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8213,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8214,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8215,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8216,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8217,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8218,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8219,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8220,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8221,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8222,16.6667,2.912445017,-70,-62.92446589,250,118.7322
8223,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8224,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8225,16.6667,1.259667491,-70,-46.06675265,250,85.9879
8226,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8227,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8228,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8229,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8230,16.6667,2.912445017,-70,-62.92446589,250,118.7322
8231,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8232,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8233,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8234,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8235,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8236,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8237,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8238,16.6667,10.69248803,-70,-62.24762725,250,50.0441
8239,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8240,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8241,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8242,16.6667,11.65139394,-70,-50.0,250,194.5705
8243,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8244,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8245,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8246,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8247,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8248,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8249,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8250,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8251,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8252,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8253,16.6667,2.912445017,-70,-62.92446589,250,118.7322
8254,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8255,16.6667,10.69248803,-70,-62.24762725,250,50.0441
8256,16.6667,1.253266121,-70,-76.35133133,250,125.271
8257,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8258,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8259,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8260,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8261,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8262,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8263,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8264,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8265,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8266,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8267,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8268,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8269,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8270,16.6667,11.65139394,-70,-50.0,250,194.5705
8271,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8272,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8273,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8274,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8275,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8276,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8277,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8278,16.6667,98.17954815,-70,-61.99896379,250,144.1315
8279,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8280,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8281,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8282,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8283,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8284,16.6667,127.9576928,-70,-73.07731367,250,109.8293
8285,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8286,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8287,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8288,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8289,16.6667,89.20470583,-70,-61.99896379,250,144.1315
8290,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8291,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8292,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8293,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8294,16.6667,127.9576928,-70,-73.07731367,250,109.8293
8295,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8296,16.6667,127.9576928,-70,-73.07731367,250,109.8293
8297,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8298,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8299,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8300,16.6667,127.9576928,-70,-73.07731367,250,109.8293
8301,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8302,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8303,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8304,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8305,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8306,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8307,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8308,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8309,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8310,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8311,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8312,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8313,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8314,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8315,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8316,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8317,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8318,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8319,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8320,16.6667,89.20470583,-70,-61.99896379,250,144.1315
8321,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8322,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8323,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8324,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8325,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8326,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8327,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8328,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8329,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8330,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8331,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8332,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8333,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8334,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8335,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8336,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8337,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8338,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8339,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8340,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8341,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8342,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8343,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8344,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8345,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8346,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8347,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8348,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8349,16.6667,29.32158503,-70,-63.17258776,250,82.6775
8350,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8351,16.6667,102.0462732,-70,-76.51568941,250,103.9506
8352,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8353,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8354,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8355,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8356,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8357,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8358,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8359,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8360,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8361,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8362,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8363,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8364,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8365,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8366,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8367,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8368,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8369,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8370,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8371,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8372,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8373,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8374,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8375,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8376,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8377,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8378,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8379,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8380,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8381,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8382,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8383,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8384,16.6667,102.0462732,-70,-76.51568941,250,103.9506
8385,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8386,16.6667,1.259667491,-70,-46.06675265,250,85.9879
8387,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8388,16.6667,11.65139394,-70,-50.0,250,194.5705
8389,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8390,16.6667,8.432080244,-70,-67.04079681,250,50.0441
8391,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8392,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8393,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8394,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8395,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8396,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8397,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8398,16.6667,11.65139394,-70,-50.0,250,194.5705
8399,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8400,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8401,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8402,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8403,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8404,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8405,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8406,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8407,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8408,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8409,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8410,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8411,16.6667,98.17954815,-70,-61.99896379,250,144.1315
8412,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8413,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8414,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8415,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8416,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8417,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8418,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8419,16.6667,14.60303392,-70,-62.92446589,250,118.7322
8420,16.6667,1.259667491,-70,-46.06675265,250,85.9879
8421,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8422,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8423,16.6667,98.17954815,-70,-61.99896379,250,144.1315
8424,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8425,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8426,16.6667,53.08111044,-70,-76.51568941,250,103.9506
8427,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8428,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8429,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8430,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8431,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8432,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8433,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8434,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8435,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8436,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8437,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8438,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8439,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8440,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8441,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8442,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8443,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8444,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8445,16.6667,102.0462732,-70,-76.51568941,250,103.9506
8446,16.6667,2.912445017,-70,-62.92446589,250,118.7322
8447,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8448,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8449,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8450,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8451,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8452,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8453,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8454,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8455,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8456,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8457,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8458,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8459,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8460,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8461,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8462,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8463,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8464,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8465,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8466,16.6667,116.8659179,-70,-61.99896379,250,144.1315
8467,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8468,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8469,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8470,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8471,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8472,16.6667,11.65139394,-70,-50.0,250,194.5705
8473,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8474,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8475,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8476,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8477,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8478,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8479,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8480,16.6667,38.26309374,-70,-61.99896379,250,144.1315
8481,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8482,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8483,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8484,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8485,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8486,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8487,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8488,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8489,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8490,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8491,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8492,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8493,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8494,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8495,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8496,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8497,16.6667,40.15623048,-70,-62.92446589,250,118.7322
8498,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8499,16.6667,117.7589677,-70,-73.07731367,250,109.8293
8500,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8501,16.6667,98.17954815,-70,-61.99896379,250,144.1315
8502,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8503,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8504,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8505,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8506,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8507,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8508,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8509,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8510,16.6667,33.27755295,-70,-63.99273923,250,82.6775
8511,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8512,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8513,16.6667,61.73861826,-70,-62.56025374,250,64.4175
8514,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8515,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8516,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8517,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8518,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8519,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8520,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8521,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8522,16.6667,15.74857968,-70,-70.22107908,250,156.3205
8523,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8524,16.6667,116.5182202,-70,-62.92446589,250,118.7322
8525,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8526,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8527,16.6667,20.0575371,-70,-62.56025374,250,64.4175
8528,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8529,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8530,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8531,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8532,16.6667,122.6621103,-70,-73.07731367,250,109.8293
8533,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8534,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8535,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8536,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8537,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8538,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8539,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8540,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8541,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8542,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8543,16.6667,10.41951224,-70,-61.99896379,250,144.1315
8544,16.6667,118.2830004,-70,-73.07731367,250,109.8293
8545,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8546,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8547,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8548,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8549,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8550,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8551,16.6667,92.57755251,-70,-76.51568941,250,103.9506
8552,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8553,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8554,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8555,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8556,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8557,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8558,16.6667,2.199479896,-70,-62.92446589,250,118.7322
8559,16.6667,127.8113271,-70,-73.07731367,250,109.8293
8560,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8561,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8562,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8563,16.6667,113.0700632,-70,-61.99896379,250,144.1315
8564,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8565,16.6667,73.23162157,-70,-61.38578781,250,82.6775
8566,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8567,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8568,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8569,16.6667,219.2745766,-70,-64.31276729,250,109.8293
8570,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8571,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8572,16.6667,20.45893782,-70,-62.57868264,250,82.6775
8573,16.6667,53.08111044,-70,-76.51568941,250,103.9506
8574,16.6667,2.912445017,-70,-62.92446589,250,118.7322
8575,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8576,16.6667,90.4088272,-70,-62.03795533,250,82.6775
8577,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8578,16.6667,163.2613921,-70,-65.58152638,250,118.2292
8579,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8580,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8581,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8582,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8583,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8584,16.6667,86.43443346,-70,-76.51568941,250,103.9506
8585,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8586,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8587,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8588,16.6667,163.0959387,-70,-65.58152638,250,118.2292
8589,16.6667,32.0014432,-70,-62.56025374,250,64.4175
8590,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8591,16.6667,250.1119855,-70,-64.31276729,250,109.8293
8592,16.6667,109.0303538,-70,-61.99896379,250,144.1315
8593,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8594,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8595,16.6667,53.08111044,-70,-76.51568941,250,103.9506
8596,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8597,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8598,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8599,16.6667,61.04188071,-70,-62.92446589,250,118.7322
8600,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8601,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8602,16.6667,125.1250082,-70,-61.99896379,250,144.1315
8603,16.6667,27.54039329,-70,-61.99896379,250,144.1315
8604,16.6667,202.6660802,-70,-64.31276729,250,109.8293
8605,16.6667,218.1539715,-70,-64.31276729,250,109.8293
8606,16.6667,161.6052464,-70,-65.58152638,250,118.2292
8607,16.6667,125.8727298,-70,-61.99896379,250,144.1315
8608,16.6667,161.2622446,-70,-65.58152638,250,118.2292
8609,16.6667,122.4629179,-70,-73.07731367,250,109.8293
8610,16.6667,165.0594893,-70,-65.58152638,250,118.2292
8611,16.6667,30.14049788,-70,-62.06317645,250,82.6775
8612,16.6667,22.77261864,-70,-62.92446589,250,118.7322
8613,16.6667,22.02791659,-70,-62.92446589,250,118.7322
8614,16.6667,1.259667491,-70,-46.06675265,250,85.9879
8615,16.6667,98.17954815,-70,-61.99896379,250,144.1315
8616,16.6667,61.89306079,-70,-63.95421694,250,82.6775
8617,16.6667,85.59092021,-70,-76.51568941,250,103.9506
8618,16.6667,214.6375496,-70,-64.31276729,250,109.8293
8619,16.6667,167.6210843,-70,-65.58152638,250,118.2292
8620,16.6667,161.2622446,-70,-65.58152638,250,118.2292
